SYMBOL,DESCRIPTION,IBKR-SYMBOL,CURRENCY,PRODUCT,REGION,EXCHANGE
"2800","TRACKER FUND OF HONG KONG-B","2800","HKD","ETF","HK","SEHK*"
"2801","ISHARES ASIA TRUST - ISH-HKD","2801","HKD","ETF","HK","SEHK*"
"2803","PREMIA CSI CAIXIN CHINA -HKD","2803","HKD","ETF","HK","SEHK*"
"2804","PREMIA VIETNAM ETF","2804","HKD","ETF","HK","SEHK*"
"2806","GLOBAL X CHINA CONSUMER -HKD","2806","HKD","ETF","HK","SEHK*"
"2807","GLOBAL X CHINA ROBOTICS -HKD","2807","HKD","ETF","HK","SEHK*"
"2809","GLOBAL X CHINA CLEAN ENE-HKD","2809","HKD","ETF","HK","SEHK*"
"2810","PREMIA DOW JONES EMERGIN-HKD","2810","HKD","ETF","HK","SEHK*"
"2811","HAITONG CSI300 INDEX ETF-HKD","2811","HKD","ETF","HK","SEHK*"
"2812","SAMSUNG CSI CHINA DRAGON-HKD","2812","HKD","ETF","HK","SEHK*"
"2813","CHINAAMC BLOOMBERG CHINA-HKD","2813","HKD","ETF","HK","SEHK*"
"2814","SAMSUNG NYSE FANG+ ETF-HKD","2814","HKD","ETF","HK","SEHK*"
"2815","GLOBAL X CHINA LITTLE GIANT","2815","HKD","ETF","HK","SEHK*"
"2817","PREMIA CH TRE PO BANK BL-HKD","2817","HKD","ETF","HK","SEHK*"
"2819","ABF HONG KONG BOND INDEX-HKD","2819","HKD","ETF","HK","SEHK*"
"2820","GLOBAL X CHINA BIOTECH-HKD","2820","HKD","ETF","HK","SEHK*"
"2822","CSOP FTSE CHINA A50 ETF-HKD","2822","HKD","ETF","HK","SEHK*"
"2823","ISHARES FTSE CHINA A50 E-HKD","2823","HKD","ETF","HK","SEHK*"
"2825","W.I.S.E. - CSI HK100 TRA-HKD","2825","HKD","ETF","HK","SEHK*"
"2826","GLOBAL X CHINA CLOUD COM-HKD","2826","HKD","ETF","HK","SEHK*"
"2827","BOCI-PRUDENTIAL-W.I.S.E -HKD","2827","HKD","ETF","HK","SEHK*"
"2828","HANGSENG CHINA ENT INDEX-HKD","2828","HKD","ETF","HK","SEHK*"
"2829","ISHARES CN GOVT BOND ETF-HKD","2829","HKD","ETF","HK","SEHK*"
"2830","CSOP SAUDI ARABIA ETF-HKD","2830","HKD","ETF","HK","SEHK*"
"2832","BOSERA STAR 50 INDEX ETF-HKD","2832","HKD","ETF","HK","SEHK*"
"2834","ISHARES NASDAQ 100 ETF-HKD","2834","HKD","ETF","HK","SEHK*"
"2835","PHILLIP HK NEW LST EQ ID ETF","2835","HKD","ETF","HK","SEHK*"
"2836","ISHARES CORE S&amp;P BSE SEN-HKD","2836","HKD","ETF","HK","SEHK*"
"2837","GLOBAL X HANG SENG TECH ETF","2837","HKD","ETF","HK","SEHK*"
"2838","HANG SENG INVESTMENT IND-HKD","2838","HKD","ETF","HK","SEHK*"
"2839","CHINAAMC MSCI CHA50 CNT-HKD","2839","HKD","ETF","HK","SEHK*"
"2841","GLOBAL X CHINA MEDTECH ETF","2841","HKD","ETF","HK","SEHK*"
"2843","AMUNDI FTSE CHINA A50 IN-HKD","2843","HKD","ETF","HK","SEHK*"
"2845","GLOBAL X CHINA ELECTRIC -HKD","2845","HKD","ETF","HK","SEHK*"
"2846","ISHARES CORE CSI 300 ETF-HKD","2846","HKD","ETF","HK","SEHK*"
"2849","GLOBALX AUTO ELC VHC ETF-HKD","2849","HKD","ETF","HK","SEHK*"
"3001","PREMIA CHINA USD PRO BON-HKD","3001","HKD","ETF","HK","SEHK*"
"3003","CSOP MSCI CHA50 CNNT ETF-HKD","3003","HKD","ETF","HK","SEHK*"
"3004","CSOP FTSE VIETNAM 30 ETF-HKD","3004","HKD","ETF","HK","SEHK*"
"3005","CSOP CSI 500 ETF HKD","3005","HKD","ETF","HK","SEHK*"
"3006","GLOBAL X METAVER THE ACT ETF","3006","HKD","ETF","HK","SEHK*"
"3008","BOSERA HASHKEY BTC ETF - HKD","3008","HKD","ETF","HK","SEHK*"
"3009","BOSERA HASHKEY ETHER ETF-HKD","3009","HKD","ETF","HK","SEHK*"
"3010","ISHARES CORE MSCI ASIA E-HKD","3010","HKD","ETF","HK","SEHK*"
"3011","ICBC CICC USD MONEY MARK-HKD","3011","HKD","ETF","HK","SEHK*"
"3012","AMUNDI HANG SENG HK 35 I-HKD","3012","HKD","ETF","HK","SEHK*"
"3021","FUBON FTSE TW RIC CAPPED ETF","3021","HKD","ETF","HK","SEHK*"
"3022","ISHARES MSCI EMERGING MA-HKD","3022","HKD","ETF","HK","SEHK*"
"3024","W.I.S.E. - SSE 50 CHINA -HKD","3024","HKD","ETF","HK","SEHK*"
"3029","GLOBAL X HANG SENG ESG ETF","3029","HKD","ETF","HK","SEHK*"
"3030","VALUE PARTNERS EMQQ EMIE ETF","3030","HKD","ETF","HK","SEHK*"
"3031","HAITONG MSCI CHINA A ESG-HKD","3031","HKD","ETF","HK","SEHK*"
"3032","HANG SENG TECH INDEX ETF-H","3032","HKD","ETF","HK","SEHK*"
"3033","CSOP HANG SENG TECH INDE-HKD","3033","HKD","ETF","HK","SEHK*"
"3034","CSOP NASDAQ 100 ETF","3034","HKD","ETF","HK","SEHK*"
"3037","CSOP HANG SENG INDEX ETF-HKD","3037","HKD","ETF","HK","SEHK*"
"3038","HANG SENG SCCA LWCB ID E HKD","3038","HKD","ETF","HK","SEHK*"
"3039","EF HK HSI ESG ENHC IND ETF-A","3039","HKD","ETF","HK","SEHK*"
"3040","GLOBAL X MSCI CHINA-HKD","3040","HKD","ETF","HK","SEHK*"
"3041","GLB X FTSE CN PLCY BK BD ETF","3041","HKD","ETF","HK","SEHK*"
"3042","CHINAAMC BITCOIN ETF HKD","3042","HKD","ETF","HK","SEHK*"
