SYMBOL,DESCRIPTION,IBKR-SYMBOL,CURRENCY,PRODUCT,REGION,EXCHANGE
1GOV,VANECK 1-5 YR AUS GOV BD ETF,1GOV,AUD,ETF,AU,ASX
5GOV,VNCK 5-10 YR AUS GOVT BD ETF,5GOV,AUD,ETF,AU,ASX
A200,BETASHARES AUSTRALIA 200 ETF,A200,AUD,ETF,AU,ASX
AAA,BETASHARES AUS HIGH INTEREST,AAA,AUD,ETF,AU,ASX
AASF,AIRLIE AUSTRALIAN SHARE FUND,AASF,AUD,ETF,AU,ASX
ACDC,GLOBAL X BATTERY TECH & LITH,ACDC,AUD,ETF,AU,ASX
ADEF,APOSTEL DUNDAS GLOBAL EQUITY,ADEF,AUD,ETF,AU,ASX
AEAE,AU ETHICAL HIGH CONVIC EQMF,AEAE,AUD,ETF,AU,CHIXAU
AESG,ISHARES GLB AGG BD ESG ETF,AESG,AUD,ETF,AU,ASX
AGVT,BETASHARES AUS GOV BOND ETF,AGVT,AUD,ETF,AU,ASX
AGX1,ANTIPODES GLBL SHRS EQMF ETF,AGX1,AUD,ETF,AU,ASX
AMVE,AB MAN VOL EQT FUND MVE,AMVE,AUD,ETF,AU,CHIXAU
AQLT,BETA SHARES AUST QLTY ETF,AQLT,AUD,ETF,AU,ASX
ASAO,ABRDN SUST ASIAN OP ACT ETF,ASAO,AUD,ETF,AU,ASX
ASIA,BETASHARES ASIA TECH TIGERS,ASIA,AUD,ETF,AU,ASX
ATEC,BETASHARES S&P/ASX AU TECH,ATEC,AUD,ETF,AU,ASX
ATOM,GLOBAL X URANIUM ETF,ATOM,AUD,ETF,AU,ASX
AUDS,BETASHARES STRONG AUD FUND,AUDS,AUD,ETF,AU,ASX
AUMF,ISHARES EDGE MSCI AUS MFACTR,AUMF,AUD,ETF,AU,ASX
AUST,BETASHARES MANAGED RISK AUST,AUST,AUD,ETF,AU,ASX
AYLD,GLB X SP/ASX 200 COVCALL ETF,AYLD,AUD,ETF,AU,ASX
BAOR,AORIS INT FD CLS B UNHDG ,BAOR,AUD,ETF,AU,ASX
BBAB,BS G SHRT AUS GOV BOND FUND,BBAB,AUD,ETF,AU,ASX
BBFD,BS G SHRT US TRSRY BOND FUND,BBFD,AUD,ETF,AU,ASX
BBOZ.OLD,BETASHARES AUS EQ STR BR HDG,BBOZ.OLD,AUD,ETF,AU,ASX
BBUS,BETASHARES US EQ STR BEAR-CH,BBUS,AUD,ETF,AU,ASX
BCOM,GLOBAL X BBG COMMOD ETF SYN,BCOM,AUD,ETF,AU,ASX
BEAR,BETASHARES AUS EQ BEAR HF,BEAR,AUD,ETF,AU,ASX
BGBL,BETASHARES GLOBAL SHARES ETF,BGBL,AUD,ETF,AU,ASX
BHYB,BETASHARES AU MAJOR BANK HYB,BHYB,AUD,ETF,AU,ASX
BILL,ISHARES CORE CASH ETF,BILL,AUD,ETF,AU,ASX
BNDS,BETAS WSTRN AST AUS BOND FD,BNDS,AUD,ETF,AU,ASX
BNKS,BETASHARES GLB BANKS-CURR HG,BNKS,AUD,ETF,AU,ASX
BOND,SPDR S&P/ASX AUSTRALIAN BOND,BOND,AUD,ETF,AU,ASX
BSUB,BS AU M BANK SUB DEBT ETF,BSUB,AUD,ETF,AU,ASX
BUGG,GLOBAL X CYBERSECURITY ETF,BUGG,AUD,ETF,AU,ASX
CETF,VANECK FTSE CHINA A50 ETF,CETF,AUD,ETF,AU,ASX
CFLO,BETASHARES GBL CS FLOW KINGS,CFLO,AUD,ETF,AU,ASX
CGHE,CLAREMONT GLOBAL FD (HEDGED),CGHE,AUD,ETF,AU,ASX
CGUN,CLAREMONT GLOBAL FUND,CGUN,AUD,ETF,AU,ASX
CLDD,BETASHARES CLOUD COMPUTING,CLDD,AUD,ETF,AU,ASX
CLNE,VANECK GLOBAL CLEAN ENERGY E,CLNE,AUD,ETF,AU,ASX
CNEW,VANECK CHINA NEW ECONOMY ETF,CNEW,AUD,ETF,AU,ASX
CRED,BETASHARES AU IN GRD CO BOND,CRED,AUD,ETF,AU,ASX
CRYP,BETASHARES CRYPTO INNOVA ETF,CRYP,AUD,ETF,AU,ASX
CURE,GLOBAL X S&P BIOTECH ETF,CURE,AUD,ETF,AU,ASX
DACE,DIMENSIONAL AUST CORE EQ,DACE,AUD,ETF,AU,ASX
DAOR,AORIS INT FD CLS D HDG ,DAOR,AUD,ETF,AU,ASX
DBBF,BETA ETH DIV BAL ETF,DBBF,AUD,ETF,AU,ASX
DFGH,DIMENSIONAL GLBL CORE AUDHGD,DFGH,AUD,ETF,AU,ASX
DGCE,DIMENSIONAL GLBL CORE UNHGD,DGCE,AUD,ETF,AU,ASX
DGGF,BETASHARES ETH DIV GROWTH ET,DGGF,AUD,ETF,AU,ASX
DHHF,BETA DIV ALL GROWTH ETF,DHHF,AUD,ETF,AU,ASX
DHOF,DAINTREE HYBRID OPP FUND ETF,DHOF,AUD,ETF,AU,ASX
DJRE,SPDR DJ GLOBAL RE ESG FUND,DJRE,AUD,ETF,AU,ASX
DRIV,BETASHARES ELEC VEHI FTR ETF,DRIV,AUD,ETF,AU,ASX
DRUG,BETASHARES GLOBAL HEALTHCARE,DRUG,AUD,ETF,AU,ASX
DVDY,VANECK MORNINGSTAR AUSTRALIA,DVDY,AUD,ETF,AU,ASX
DZZF,BETASHARES ETH DIV HIGR ETF,DZZF,AUD,ETF,AU,ASX
E200,SPDR S&P/ASX 200 ESG FUND,E200,AUD,ETF,AU,ASX
EAFZ,ELLERSTON ASIA GROWTH F HF,EAFZ,AUD,ETF,AU,ASX
EBND,VANECK EMEG INC OPPO ACTIVE,EBND,AUD,ETF,AU,ASX
EBTC,GLOBAL X 21SHARES BITCOIN ET,EBTC,AUD,ETF,AU,CHIXAU
ECOR,EINVEST CORE INCOME FUND,ECOR,AUD,ETF,AU,CHIXAU
EDOC,BETASH DG HELTH TELEMED ETF,EDOC,AUD,ETF,AU,ASX
EETH,GLOBAL X 21SHARES ETHEREUM E,EETH,AUD,ETF,AU,CHIXAU
EEU,BETASHARES EURO ETF,EEU,AUD,ETF,AU,ASX
EHF1,ELSTREE HYBRID FUND,EHF1,AUD,ETF,AU,CHIXAU
EIGA,EINVEST INCOME GENERATOR FD,EIGA,AUD,ETF,AU,ASX
EINC,BETAS MARTN CURIE EQT INC FD,EINC,AUD,ETF,AU,ASX
EMAX,EINVEST INCOME MAXIMIZER FD,EMAX,AUD,ETF,AU,CHIXAU
EMKT,VANECK MSCI MULTIFACTOR EMER,EMKT,AUD,ETF,AU,ASX
EMMG,BETAS MRTN CURIE EMEG MKT FD,EMMG,AUD,ETF,AU,ASX
ERTH,BETASHARES CLIM CHANGE INNOV,ERTH,AUD,ETF,AU,ASX
ESGI,VANECK MSCI INTERNATIONAL SU,ESGI,AUD,ETF,AU,ASX
ESPO,VANECK VIDEO GAMING AND ESPO,ESPO,AUD,ETF,AU,ASX
ESTX,GLOBAL X EURO STOXX 50 ETF,ESTX,AUD,ETF,AU,ASX
ETHI,BETASHARES GLOBAL SUSTAINABI,ETHI,AUD,ETF,AU,ASX
ETPMAG,GLOBAL X PHYSICAL SILVER,ETPMAG,AUD,ETF,AU,ASX
ETPMPD.1,GLOBAL X PHYSICAL PALLADIUM,ETPMPD.1,AUD,ETF,AU,ASX
ETPMPM.1,GLB X PHY PREC METALS BSKT,ETPMPM.1,AUD,ETF,AU,ASX
ETPMPT.1,GLOBAL X PHYSICAL PLATINUM,ETPMPT.1,AUD,ETF,AU,ASX
EX20,BETASHARES AU EX20 PORT DIVS,EX20,AUD,ETF,AU,ASX
F100,BETASHARES FTSE 100 ETF,F100,AUD,ETF,AU,ASX
FAIR,BETASHARES AU SUST-LEAD ETF,FAIR,AUD,ETF,AU,ASX
FANG,GLOBAL X FANG+ ETF,FANG,AUD,ETF,AU,ASX
FATP,FAT PROPH HIGH CONV HDGE ETF,FATP,AUD,ETF,AU,ASX
FDEM,FIDELITY GB DEMOGRA FD EQMF,FDEM,AUD,ETF,AU,ASX
FEMX,FIDELITY GLB EMEG MKT EQMF,FEMX,AUD,ETF,AU,ASX
FIXD,COOLABAH ACT COMP BND (HDG),FIXD,AUD,ETF,AU,CHIXAU
FLOT,VANECK AUSTRALIAN FLOATING R,FLOT,AUD,ETF,AU,ASX
FOOD,BETASHARES GLB AGRI COMPANIE,FOOD,AUD,ETF,AU,ASX
FRAR,FRKLN AUST AB RET BD FD,FRAR,AUD,ETF,AU,ASX
FRGG,FRANKLIN GLOBAL GROWTH FUND,FRGG,AUD,ETF,AU,ASX
FRNS,COOLABAH SHORT TERM INC,FRNS,AUD,ETF,AU,CHIXAU
FTEC,GBL X FINTECH & BCHAIN ETF,FTEC,AUD,ETF,AU,CHIXAU
FUEL,BETA GLB ENERGY COM-CUR HEDG,FUEL,AUD,ETF,AU,ASX
FUTR,JH GLOBAL SUSTAINABLE EQ ETF,FUTR,AUD,ETF,AU,ASX
G200,BS G200 GEARED (30-40%) ETF,G200,AUD,ETF,AU,ASX
GAME,BETASHARES GAMES ESPORTS ETF,GAME,AUD,ETF,AU,ASX
GBND,BETASHARES LADERS DIV BOND C,GBND,AUD,ETF,AU,ASX
GCAP,VANECK BENTHAM GLB CPTL SECU,GCAP,AUD,ETF,AU,ASX
GCO2,GLOBAL X GLOBAL CARBON ETF S,GCO2,AUD,ETF,AU,ASX
GDX,VANECK GOLD MINERS ETF,GDX,AUD,ETF,AU,ASX
GEAR,BETASHARES GEARED AUS EQTY F,GEAR,AUD,ETF,AU,ASX
GGAB,BS G LONG AUS GOV BOND FUND,GGAB,AUD,ETF,AU,ASX
GGFD,BS G LONG US TRSRY BOND FUND,GGFD,AUD,ETF,AU,ASX
GGOV,BE SHA U.S.TRB 20+Y ETF-CUR,GGOV,AUD,ETF,AU,ASX
GGUS,BETASHARES GEAR US EQT CUR H,GGUS,AUD,ETF,AU,ASX
GHHF,BS GHHF GEARED (30-40%) ETF,GHHF,AUD,ETF,AU,ASX
GIVE,PERPETUAL ESG AU SHR EQMF,GIVE,AUD,ETF,AU,ASX
